name	date	distance	class	diameter	velocity
2010 SF	2010.75	8.3	ATE	28.54166809	5.8
2010 SE	2010.75	5.7	APO	47.36737868	13.44
2010 TD	2010.75	1.9	APO	14.97888034	18.69
2009 SH2	2010.75	7.1	ATE	35.93183125	4.56
2010 TN4	2010.75	3.7	APO	10.85123956	7.67
2010 SK13	2010.75	0.7	APO	11.36264273	18.63
2010 TW149	2010.833333	2.9	APO	22.67145283	17.3
2010 TQ19	2010.833333	9.6	APO	29.88679546	8.82
2010 TW54	2010.833333	0.4	APO	10.36285333	8.07
2010 UH	2010.833333	4.3	APO	13.0460594	6.8
2010 TS19	2010.833333	3.7	APO	24.8587537	18.16
2010 TO55	2010.833333	2.3	APO	17.19805571	6.94
2010 TN55	2010.833333	0.9	APO	14.30471967	25.45
2010 TD54	2010.833333	0.1	APO	5.694811474	17.54
2010 TB54	2010.833333	6.1	APO	14.97888034	7.89
2010 UC	2010.833333	2.3	ATE	11.36264273	2.91
2010 TG54	2010.833333	4.4	APO	16.4240157	13.28
2013 UD1	2010.833333	7.5	APO	39.39846951	8.91
2010 UE	2010.833333	0.3	APO	4.125526218	17.35
2010 UK	2010.833333	2.2	ATE	14.97888034	6.03
2010 TK	2010.833333	4.4	APO	29.88679546	10.19
2010 TE55	2010.833333	1	ATE	8.619445965	3.4
2010 TV54	2010.833333	5.1	APO	24.8587537	16.31
2010 TN167	2010.833333	5.5	APO	13.0460594	16.44
2010 TG19	2010.833333	1.1	APO	56.94811474	10.68
2010 UY7	2010.833333	0.6	ATE	6.846669297	4.26
2010 UP	2010.833333	6.9	APO	39.39846951	5.46
2010 VF	2010.833333	7.1	APO	26.03031067	24.93
2010 UR7	2010.833333	2.5	APO	11.36264273	13.38
2003 UV11	2010.833333	5	APO	431.9956278	25.35
2010 UM7	2010.916667	4.6	APO	10.36285333	13.13
2010 UJ7	2010.916667	0.7	ATE	28.54166809	9.38
2010 VZ11	2010.916667	1.8	APO	26.03031067	4.99
2010 UC7	2010.916667	7.4	APO	39.39846951	13.89
2010 VN1	2010.916667	0.3	APO	7.507223601	11.28
2010 VS71	2010.916667	6.9	APO	62.44236613	21.79
2010 VQ98	2010.916667	1.9	APO	7.861028149	1.35
2010 VO21	2010.916667	3.2	APO	6.244236613	4.18
2010 VO1	2010.916667	7.6	APO	20.67661072	6.75
2010 VV98	2010.916667	7.5	APO	41.25526218	13.36
2010 VR21	2010.916667	0.9	APO	4.736737868	14.25
2012 VE26	2010.916667	3.3	APO	7.16934288	18.75
2010 VB	2010.916667	5	ATE	26.03031067	9.53
2010 VL65	2010.916667	2.6	APO	7.16934288	4.37
2010 VO139	2010.916667	3.1	APO	17.19805571	21.27
2010 VP139	2010.916667	0.2	APO	4.959973446	9.44
2010 VC140	2010.916667	0.8	APO	9.025667938	4.83
2010 VW194	2010.916667	1.3	APO	17.19805571	7.52
2010 VU21	2010.916667	9	APO	35.93183125	21.06
2010 WB	2010.916667	4.8	APO	51.93729793	6.39
2010 RF181	2010.916667	4.3	APO	248.587537	7.87
2010 WC1	2010.916667	4.6	APO	9.8964481	4.05
2010 UE51	2010.916667	2.7	APO	7.507223601	1.17
2010 WS	2010.916667	8.7	ATE	35.93183125	9.36
2010 VK139	2010.916667	2.8	ATE	62.44236613	13.86
2010 WA	2010.916667	0.1	APO	3.431463245	13.07
2010 WD1	2010.916667	3.6	ATE	17.19805571	7.63
2010 WC	2010.916667	8.1	ATE	29.88679546	8.65
2010 WD9	2010.916667	8.2	APO	62.44236613	5.22
2010 VZ139	2010.916667	7.7	APO	82.31506992	12.31
2008 KT	2010.916667	5.6	APO	7.861028149	2.65
2010 XW58	2010.916667	8.2	APO	35.93183125	5.81
2010 XU10	2010.916667	6	ATE	11.36264273	2.73
2010 XR	2010.916667	0.5	APO	14.30471967	19.64
2014 BW32	2010.916667	6.5	ATE	16.4240157	7.17
2010 XB	2010.916667	0.1	APO	4.125526218	20.09
2010 XX	2011	3.7	APO	12.45889	8.46
2010 XA11	2011	2.7	ATE	20.67661072	11.67
2010 XO	2011	9.6	APO	20.67661072	5.36
2010 XT10	2011	6	APO	17.19805571	4.93
2010 XS45	2011	3.2	APO	16.4240157	12.82
2010 XC	2011	4.5	APO	5.963199671	5.37
2010 XA25	2011	4.5	APO	14.97888034	7.61
2010 XZ58	2011	5.8	APO	68.46669297	12.61
2010 XR69	2011	9.3	ATE	28.54166809	14.5
2010 XA24	2011	5.5	APO	34.31463245	11.48
2010 WA9	2011	2.9	APO	26.03031067	8.08
2010 XM56	2011	1.7	APO	32.77021958	15.34
2010 XF64	2011	6	APO	16.4240157	4.57
2010 XO69	2011	2.8	APO	13.0460594	7.1
2010 YO	2011	2	ATE	41.25526218	14.86
2010 XN69	2011	4.3	APO	19.74600995	8.2
2010 YS	2011	7.2	APO	108.5123956	12.25
2011 AD3	2011	9.4	APO	17.19805571	13.51
2011 AN37	2011	8.9	APO	20.67661072	6.42
2010 YD	2011.083333	6.7	APO	16.4240157	9.36
2011 AF3	2011.083333	4.5	APO	32.77021958	33.26
2011 AZ22	2011.083333	1.3	APO	6.538518418	12.7
2011 AN4	2011.083333	5.1	APO	18.0085751	10.46
2009 BS5	2011.083333	3.7	APO	11.36264273	5.53
2011 AN1	2011.083333	5.5	APO	9.8964481	7.14
2011 AM37	2011.083333	0.3	APO	3.939846951	4.41
2011 AH5	2011.083333	3.3	APO	21.65106937	9.74
2011 BU59	2011.083333	9.3	APO	22.67145283	10.58
2011 AY22	2011.083333	4.1	APO	13.0460594	13.36
2011 AN52	2011.083333	0.8	APO	6.538518418	15.92
2011 AB37	2011.083333	9.5	APO	22.67145283	7.51
2011 BY10	2011.083333	0.9	APO	13.0460594	7.84
2011 BW10	2011.083333	8.3	APO	31.29531674	23.13
2011 BZ11	2011.083333	4.8	APO	24.8587537	13.01
2011 BW11	2011.083333	0.3	APO	7.507223601	23.95
2006 QM111	2011.083333	7.5	APO	10.36285333	19.27
2011 AL37	2011.083333	2.2	APO	47.36737868	14.63
2011 BF10	2011.083333	9.1	APO	11.36264273	6.17
2011 BG24	2011.083333	5.9	APO	16.4240157	6.34
2011 CA4	2011.083333	0.6	APO	13.0460594	6
2011 BE24	2011.166667	9.3	APO	27.25708142	8.58
2011 CQ1	2011.166667	0.03	ATE	1.30460594	9.69
2011 CF22	2011.166667	0.1	APO	2.267145283	19.6
2011 CU46	2011.166667	4.5	APO	27.25708142	16.44
2011 CA7	2011.166667	0.3	APO	2.988679546	9.33
2011 CZ3	2011.166667	2.5	APO	18.8572931	13.44
2011 BV59	2011.166667	6.9	APO	15.68481322	10.42
2011 EJ	2011.166667	8.8	APO	98.964481	16.95
2011 CD66	2011.166667	7.2	ATE	14.30471967	8.43
2011 DS	2011.166667	2	APO	14.30471967	6.47
2011 CL50	2011.166667	6.2	ATE	10.36285333	3.07
2011 DX4	2011.166667	6.8	APO	18.0085751	17.97
2011 DU9	2011.166667	0.7	APO	15.68481322	8.92
2011 EB	2011.166667	2.4	APO	14.30471967	10.27
2011 DQ	2011.166667	9.7	APO	19.74600995	5.71
2011 DT9	2011.166667	9	APO	31.29531674	6.2
2011 ED12	2011.166667	4	APO	14.97888034	3.24
2011 EV29	2011.25	8.2	APO	51.93729793	10.7
2011 DE5	2011.25	4.9	APO	18.0085751	15.08
2011 EK40	2011.25	5.2	APO	16.4240157	12.35
2011 DW4	2011.25	6.8	APO	11.89814758	4.58
2011 EN11	2011.25	0.6	APO	9.025667938	11.21
2011 ET74	2011.25	6.2	APO	19.74600995	5.74
2011 EL17	2011.25	5.4	APO	14.30471967	9.08
2011 EC	2011.25	9.2	APO	27.25708142	7.55
2011 EO11	2011.25	1.8	APO	11.36264273	11.57
2011 EY11	2011.25	0.3	APO	6.846669297	11.86
2011 EM40	2011.25	0.6	APO	8.619445965	10.79
2011 EL40	2011.25	3.3	APO	18.0085751	17.87
2011 EC12	2011.25	3.3	APO	23.73992548	15.26
2011 EV73	2011.25	1.5	APO	7.16934288	5.48
2011 EU20	2011.25	1.6	APO	12.45889	9.33
2011 EB74	2011.25	0.9	ATE	14.30471967	7.71
2011 EW74	2011.25	10	APO	75.07223601	7.89
2011 FZ22	2011.25	5.6	APO	82.31506992	31.76
2011 FQ21	2011.25	1.5	APO	7.861028149	7.49
2011 GD	2011.25	7.9	APO	39.39846951	10.41
2011 FQ6	2011.25	1.5	ATE	9.8964481	10.4
2011 GB3	2011.25	7.1	APO	45.23549545	6.04
2013 TM127	2011.25	8.5	APO	16.4240157	12.19
2011 FA23	2011.333333	2.1	APO	5.694811474	14.08
2011 FT9	2011.333333	7.5	APO	19.74600995	6.28
2011 GM44	2011.333333	9.2	ATE	393.9846951	25.72
2011 GW9	2011.333333	0.5	APO	8.231506992	11.36
2011 GP28	2011.333333	0.2	APO	4.523549545	14.8
2011 FT29	2011.333333	6.3	APO	31.29531674	19.02
2011 GZ2	2011.333333	2.7	APO	20.67661072	15.56
2011 FT53	2011.333333	6	APO	29.88679546	9.67
2011 GE	2011.333333	4.8	APO	21.65106937	9.69
2011 GP59	2011.333333	1.4	ATE	47.36737868	8.05
2011 HN24	2011.333333	1.6	APO	10.36285333	6.27
2011 JA	2011.333333	1.6	APO	188.572931	22.72
2011 GJ3	2011.333333	7.7	APO	19.74600995	5.49
2008 UC202	2011.333333	8.9	APO	7.507223601	4
2011 HJ	2011.333333	5.3	APO	21.65106937	6.65
2011 JY1	2011.333333	7.5	APO	41.25526218	12.16
2011 JM5	2011.416667	2.9	ATE	18.8572931	6.78
2011 HP4	2011.416667	3.3	APO	10.85123956	14.41
2009 UK20	2011.416667	8.5	APO	18.8572931	5.32
2011 JN5	2011.416667	8.6	APO	31.29531674	14.75
2011 HD24	2011.416667	5.5	APO	27.25708142	26.53
2011 JV10	2011.416667	0.9	APO	3.939846951	5.33
2011 HC24	2011.416667	5.9	APO	47.36737868	15.41
2011 KY15	2011.416667	8	ATE	51.93729793	13.03
2011 KN17	2011.416667	7.9	APO	103.6285333	18.31
2011 KG13	2011.416667	3.2	APO	24.8587537	13.04
2011 LZ2	2011.416667	6.3	APO	29.88679546	6.24
2009 BD	2011.5	0.9	APO	8.231506992	1.91
2011 KE15	2011.5	3.7	APO	14.30471967	8.14
2011 KV15	2011.5	8.3	APO	19.74600995	10.21
2011 LT17	2011.5	4.6	APO	164.240157	13.56
2011 MX	2011.5	2.5	APO	14.30471967	12.41
2011 MD	2011.5	0.05	AMO	8.619445965	6.7
2011 OK45	2011.583333	5.7	APO	10.36285333	4.02
2007 DD	2011.583333	9.3	ATE	23.73992548	3.54
2011 PU1	2011.583333	0.9	APO	34.31463245	5.6
2011 OD18	2011.583333	0.4	APO	17.19805571	9.54
2011 PE2	2011.583333	3.5	APO	82.31506992	9.5
2011 OJ45	2011.666667	4.6	APO	21.65106937	6.05
2011 QE23	2011.666667	7.6	APO	23.73992548	5.21
2011 SP26	2011.666667	8.8	APO	59.63199671	9.68
2011 QD50	2011.666667	8.7	APO	56.94811474	18.55
2011 QF48	2011.666667	3.4	APO	28.54166809	20.08
2011 SS26	2011.75	5.1	APO	43.19956278	9.36
2011 SQ32	2011.75	7.5	APO	34.31463245	8.12
2011 SK68	2011.75	5.8	APO	10.36285333	7.89
2007 TD	2011.75	6.2	ATE	45.23549545	12.11
2011 SE191	2011.75	7.7	APO	32.77021958	14.33
2011 SO189	2011.75	1.2	APO	17.19805571	13.05
2011 SE58	2011.75	0.6	APO	9.451034563	15.85
2011 SC108	2011.75	1.2	APO	9.025667938	20.67
2011 TO	2011.75	0.3	ATE	18.8572931	8.86
2011 TQ8	2011.75	9.6	APO	43.19956278	12.72
2011 SO5	2011.75	5.5	APO	27.25708142	12.01
2011 SM173	2011.75	0.8	APO	9.451034563	12.71
2011 TP	2011.833333	7.4	APO	17.19805571	9.96
2011 UQ63	2011.833333	4.3	APO	49.59973446	13.34
2011 UK10	2011.833333	4.4	APO	32.77021958	7.25
2011 TB4	2011.833333	5.2	APO	27.25708142	13.08
2011 SE97	2011.833333	7.9	APO	39.39846951	14.37
2011 UE	2011.833333	7.2	APO	34.31463245	7.83
2011 UT	2011.833333	0.6	APO	21.65106937	10.17
2011 UO91	2011.833333	8.1	APO	28.54166809	12.82
2011 UD21	2011.833333	1.9	ATE	6.846669297	1.52
2011 UB	2011.833333	5	APO	10.85123956	6.36
2009 TM8	2011.833333	0.9	APO	7.16934288	8.18
2011 UA64	2011.833333	5.2	APO	13.0460594	14.45
2011 UR63	2011.833333	9.7	APO	23.73992548	12.82
2011 UZ255	2011.833333	9.9	APO	71.6934288	12.45
2011 UL10	2011.833333	3.5	APO	32.77021958	15.1
2011 UM169	2011.833333	6	APO	32.77021958	13.51
2011 UC64	2011.833333	1.3	APO	9.025667938	14.02
2011 UH10	2011.833333	9.6	APO	13.0460594	4.88
2011 UL169	2011.833333	0.7	APO	7.507223601	9.54
2011 UC190	2011.833333	1.8	APO	20.67661072	10.92
2011 VT5	2011.833333	6.3	APO	27.25708142	18.03
2011 UX255	2011.833333	0.4	APO	11.36264273	26.97
2011 YT62	2011.833333	8.8	APO	113.6264273	4.78
2011 WO2	2011.916667	7.5	APO	28.54166809	14.37
308635 2005 YU55	2011.916667	0.8	APO	143.0471967	13.72
2011 WQ2	2011.916667	7.6	APO	20.67661072	9.17
2011 UT91	2011.916667	9.9	APO	82.31506992	12.22
2011 WF44	2011.916667	2.6	APO	29.88679546	14.83
2011 WJ15	2011.916667	2.6	APO	31.29531674	26.33
2011 WQ4	2011.916667	2	APO	11.36264273	7.57
2011 WP4	2011.916667	1.5	APO	12.45889	10.83
2011 WN69	2011.916667	1.5	APO	19.74600995	23.86
2011 WN2	2011.916667	8.2	APO	31.29531674	8.71
2011 WV74	2012	2.3	APO	10.36285333	18.25
2011 XC2	2012	0.9	APO	82.31506992	20.93
2011 WU74	2012	4.2	APO	18.8572931	17.65
2003 XV	2012	1.1	APO	15.68481322	11.93
2011 YQ1	2012	1	APO	26.03031067	11.79
2011 YW15	2012	5.1	APO	39.39846951	5.09
2000 YA	2012	2.9	APO	62.44236613	13.62
2011 YX15	2012	8.3	APO	27.25708142	7.73
2011 YC40	2012	0.3	APO	3.939846951	11.36
2011 WS95	2012	7.1	APO	35.93183125	8.6
2012 AQ	2012	0.7	APO	2.48587537	3.28
2011 YE29	2012	7	APO	41.25526218	13.19
2011 YD29	2012	6	ATE	18.8572931	6.67
2011 YC63	2012	0.6	APO	5.438502737	18.8
2011 YE40	2012	9.9	APO	31.29531674	12.69
2012 AP10	2012	1.1	ATE	18.0085751	3.86
2012 BC14	2012.083333	7.7	APO	39.39846951	12.63
2011 YB63	2012.083333	0.6	APO	3.762524629	8.53
2011 YL28	2012.083333	3.7	APO	34.31463245	7.65
2012 AW10	2012.083333	3.4	APO	24.8587537	10.92
2012 BA77	2012.083333	9.4	APO	23.73992548	13.06
2012 BO11	2012.083333	3.9	APO	21.65106937	7.82
2012 BU1	2012.083333	3.6	APO	9.8964481	9.28
2012 BX1	2012.083333	8.1	APO	37.62524629	10.7
2012 BT1	2012.083333	9.4	ATE	11.36264273	6.31
2012 BK14	2012.083333	4.3	ATE	11.36264273	5.47
2012 AQ10	2012.083333	2.2	APO	15.68481322	7.08
2011 YH40	2012.083333	5.4	APO	90.25667938	9.16
2012 BV61	2012.083333	4.9	APO	31.29531674	4.65
2012 BZ13	2012.083333	9.1	APO	22.67145283	9.33
2012 BL14	2012.083333	1.2	APO	7.861028149	19.91
2012 BV1	2012.083333	0.8	APO	2.165106937	8.65
2012 BF27	2012.083333	1.9	APO	20.67661072	13.85
2012 BS1	2012.083333	3.1	APO	7.16934288	8.85
2012 BY1	2012.083333	2	APO	24.8587537	18.45
2012 BW13	2012.083333	1.7	APO	12.45889	11.8
2012 BA102	2012.083333	2.6	APO	16.4240157	7.51
2012 BX34	2012.083333	0.2	ATE	10.36285333	9.99
2012 BD14	2012.083333	5.8	APO	17.19805571	7.19
2012 CU	2012.083333	2.4	APO	20.67661072	10.85
2012 CQ46	2012.166667	3.6	APO	12.45889	12.97
2012 CL17	2012.166667	4.5	APO	24.8587537	21.8
367943 Duende	2012.166667	6.8	ATE	54.38502737	5.93
2012 DW43	2012.166667	9.5	APO	17.19805571	8.81
2012 DJ14	2012.166667	7.2	APO	24.8587537	13.84
2012 DY13	2012.166667	0.3	APO	9.451034563	17.2
2012 DF4	2012.166667	3.4	APO	22.67145283	16.17
2012 DX	2012.166667	2	APO	13.0460594	10.6
2012 DJ54	2012.166667	1.5	APO	6.538518418	5.45
2012 DZ	2012.166667	2.5	APO	20.67661072	16.46
2012 DM32	2012.166667	6.7	APO	19.74600995	8.39
2011 CP4	2012.166667	9.1	ATE	197.4600995	30.47
2012 DY	2012.166667	9.2	APO	16.4240157	9.37
2012 DX13	2012.166667	4.9	APO	54.38502737	24.44
2012 CS46	2012.166667	2.7	APO	9.8964481	7.25
2012 DS32	2012.25	1.9	APO	18.8572931	9.32
2012 EZ1	2012.25	0.6	APO	5.963199671	13.78
2012 DN31	2012.25	8	APO	54.38502737	7.64
2012 EP10	2012.25	1.4	APO	5.193729793	3.16
2012 DR32	2012.25	8.7	ATE	41.25526218	16.21
2012 EA	2012.25	2.6	APO	14.30471967	5.14
2012 DU60	2012.25	9.1	APO	28.54166809	8.28
2012 ER10	2012.25	7.4	APO	27.25708142	10.07
2012 EM1	2012.25	7.6	APO	17.19805571	6.47
2008 EJ85	2012.25	9.1	APO	32.77021958	6.52
2012 FN	2012.25	6.6	APO	4.959973446	3.07
2012 DH54	2012.25	3.3	ATE	10.85123956	4.79
2012 DW60	2012.25	2.5	APO	17.19805571	5.64
2012 EN10	2012.25	8.1	APO	20.67661072	10.77
2012 EM5	2012.25	5.6	APO	29.88679546	22.42
2012 EJ5	2012.25	5.5	APO	9.8964481	4.3
2012 FG	2012.25	1.6	APO	19.74600995	15.68
2012 EN5	2012.25	1.4	APO	11.89814758	9.89
2012 EL8	2012.25	7.3	APO	7.507223601	2.92
2012 FA71	2012.25	7.2	APO	28.54166809	15.5
2012 FM	2012.25	8.3	APO	20.67661072	6.76
2012 FM35	2012.25	3.7	APO	11.89814758	3.17
2012 EO8	2012.25	3.6	APO	47.36737868	12.5
2012 EK5	2012.25	5.8	APO	26.03031067	15.5
2012 FX35	2012.25	3.7	APO	23.73992548	5.81
2012 FT35	2012.25	1.9	ATE	4.959973446	4.52
2012 FU23	2012.25	3.1	APO	10.36285333	18.32
2012 FP35	2012.25	0.4	APO	9.025667938	14.18
2012 FS35	2012.25	0.2	APO	3.129531674	4.83
2012 GE	2012.25	3.6	APO	14.97888034	10.73
2012 FV23	2012.25	6.6	APO	28.54166809	6.19
2012 EG5	2012.333333	0.6	APO	47.36737868	8.54
2012 FW35	2012.333333	8.3	APO	18.0085751	12.36
2012 FQ62	2012.333333	5.6	APO	22.67145283	22
2012 FS52	2012.333333	8.9	APO	35.93183125	16.67
2012 HC25	2012.333333	7.3	APO	23.73992548	4.81
2012 FH58	2012.333333	3.6	APO	13.0460594	9.72
2012 FA57	2012.333333	1.1	APO	21.65106937	9.24
2012 GD	2012.333333	9.4	APO	14.30471967	9.5
2012 HN	2012.333333	6.8	APO	54.38502737	14.41
2012 GY11	2012.333333	9	APO	16.4240157	7.21
2012 HG2	2012.333333	1.2	APO	13.66090123	3.64
2012 GW11	2012.333333	4.9	APO	18.0085751	17.19
2007 HV4	2012.333333	4.8	APO	6.244236613	8.98
2012 HD25	2012.333333	9.7	APO	65.38518418	16.63
2012 HM13	2012.333333	0.7	APO	8.231506992	13.05
2012 GP1	2012.333333	9	AMO	19.74600995	4.64
2012 HN1	2012.333333	5.2	APO	13.66090123	5.35
2012 HE	2012.333333	6.9	APO	24.8587537	9.13
2012 HE2	2012.333333	8.9	APO	21.65106937	11.53
2012 HQ	2012.333333	9.8	APO	34.31463245	19.18
2012 HP13	2012.333333	2	ATE	49.59973446	12.94
2012 HM	2012.333333	1.4	APO	51.93729793	6.45
2012 HE31	2012.333333	2.7	APO	23.73992548	10.46
1992 JD	2012.416667	9.5	APO	34.31463245	6.98
2012 HA34	2012.416667	2.9	APO	29.88679546	11.87
2012 JU	2012.416667	0.5	APO	7.507223601	13.38
2012 KA	2012.416667	0.6	APO	6.538518418	14.49
2010 KK37	2012.416667	2.3	APO	24.8587537	10.94
2012 KW	2012.416667	3.4	APO	14.97888034	10.12
2012 JV11	2012.416667	6.7	APO	54.38502737	19.52
2012 KA42	2012.416667	6.6	APO	11.89814758	6.13
2012 KT12	2012.416667	1.4	APO	18.8572931	3.77
2012 LA	2012.416667	7.2	AMO	10.85123956	1.88
2012 KC45	2012.416667	2	APO	4.523549545	6.17
2012 KP24	2012.416667	0.1	APO	18.0085751	13.27
2012 KT42	2012.416667	0.05	APO	5.438502737	17.04
2012 KZ41	2012.416667	8.2	APO	32.77021958	12.47
2012 LA11	2012.5	3.1	ATE	20.67661072	3.75
2012 LJ	2012.5	1.6	APO	26.03031067	18.84
2012 LT	2012.5	5.2	AMO	23.73992548	8.11
2012 MF7	2012.5	0.8	APO	14.30471967	8.81
2012 LU	2012.5	5.8	AMO	31.29531674	5.52
1999 XL136	2012.5	4.5	APO	412.5526218	19.55
2012 MY2	2012.5	1.3	APO	18.0085751	3.78
2012 OQ	2012.583333	7.7	APO	143.0471967	12.27
2012 OU1	2012.583333	8.5	APO	43.19956278	10.92
2012 QM14	2012.666667	5.3	APO	24.8587537	11.38
2012 PZ17	2012.666667	3	ATE	15.68481322	3.56
2012 QB18	2012.666667	7.8	APO	54.38502737	12.4
2012 PD20	2012.666667	9.7	AMO	28.54166809	6.09
2012 QV17	2012.666667	9.1	AMO	34.31463245	10.39
2012 QH14	2012.666667	3.5	APO	11.89814758	10.82
2012 QZ16	2012.666667	7	APO	27.25708142	13.2
2012 RJ10	2012.75	5.2	APO	28.54166809	15.4
2012 RR16	2012.75	6.1	APO	43.19956278	5.89
2012 RM15	2012.75	5.3	APO	43.19956278	8.6
2012 RT16	2012.75	4.9	ATE	14.30471967	10.32
2012 SB3	2012.75	3	APO	9.8964481	8.28
2012 SU9	2012.75	5.4	ATE	12.45889	10.51
2012 QG42	2012.75	7.4	APO	226.7145283	11.04
2012 SR56	2012.75	4.4	APO	47.36737868	9.91
2012 SW2	2012.75	1.8	APO	10.85123956	16.17
2012 SZ2	2012.75	8.2	APO	29.88679546	10.71
2012 SF58	2012.75	7.1	APO	22.67145283	14.33
2012 RK15	2012.75	8.2	APO	71.6934288	14.99
2012 SL50	2012.75	2.8	APO	18.0085751	12.03
2012 SY49	2012.75	2.6	APO	23.73992548	15.85
2012 TP20	2012.833333	3.1	APO	9.451034563	7.55
2012 SJ58	2012.833333	5.9	APO	20.67661072	10.64
2012 TE53	2012.833333	1.6	APO	17.19805571	10.14
2012 TJ53	2012.833333	3.1	APO	18.8572931	14
2012 TV	2012.833333	0.7	APO	31.29531674	16.79
2012 UU9	2012.833333	9.5	APO	56.94811474	7.91
2012 TM79	2012.833333	0.2	APO	16.4240157	9.86
2012 TC4	2012.833333	0.2	APO	15.68481322	7.12
2012 TU231	2012.833333	3.5	APO	19.74600995	10.16
2012 UT9	2012.833333	6.3	APO	62.44236613	14.79
2012 TQ231	2012.833333	1.7	APO	10.36285333	13.94
2012 TQ146	2012.833333	3	APO	18.0085751	9.32
2012 UF	2012.833333	6.6	APO	18.8572931	6.6
2012 TE79	2012.833333	5.7	APO	16.4240157	9.6
2012 TD79	2012.833333	7.2	APO	49.59973446	14.71
2012 UU158	2012.833333	4.2	APO	16.4240157	11.95
2012 UE	2012.833333	2	APO	7.16934288	13.51
2012 UY136	2012.833333	8.3	APO	16.4240157	6.49
2012 VZ19	2012.833333	5.9	ATE	26.03031067	8.44
2012 TP231	2012.833333	5.8	APO	34.31463245	7.31
2012 UF34	2012.833333	2.8	APO	37.62524629	10.32
2012 US18	2012.833333	1.6	APO	6.538518418	10
2012 UB174	2012.833333	6.2	APO	35.93183125	12.91
2012 UK171	2012.833333	7.4	ATE	43.19956278	5.3
2012 UW9	2012.833333	9.4	APO	24.8587537	9.85
2012 UU169	2012.833333	3	APO	26.03031067	11.36
2012 VB20	2012.833333	2.7	APO	47.36737868	13.1
2012 VB37	2012.916667	5.1	APO	31.29531674	4.46
2012 VL5	2012.916667	5.1	APO	7.507223601	5.86
2012 UL171	2012.916667	7.6	APO	13.66090123	3.81
2012 UX136	2012.916667	2.7	APO	26.03031067	5.35
2012 VT76	2012.916667	1.5	APO	15.68481322	11.64
2012 VD5	2012.916667	1.5	APO	18.8572931	11.41
2012 VR76	2012.916667	4.5	APO	10.36285333	4.59
2012 VE26	2012.916667	1.6	APO	7.16934288	18.92
2012 VB5	2012.916667	4.7	APO	20.67661072	16.87
2012 VA26	2012.916667	5.1	APO	16.4240157	10.14
2012 UV136	2012.916667	5.8	APO	27.25708142	4.23
2012 VQ6	2012.916667	1.8	APO	13.66090123	12.95
2012 VV76	2012.916667	4.4	APO	26.03031067	13.77
2012 VC26	2012.916667	2.3	ATE	6.244236613	5.35
2012 WS3	2012.916667	5.9	APO	21.65106937	8.56
2012 VH77	2012.916667	0.5	APO	11.89814758	11.28
2012 UY68	2012.916667	6.7	APO	34.31463245	5.37
2012 VJ38	2012.916667	0.6	APO	6.846669297	4.89
2012 WF	2012.916667	4.4	APO	20.67661072	9.56
2012 WQ3	2012.916667	1.9	APO	28.54166809	23.56
2012 WR10	2012.916667	1.9	APO	6.244236613	3.08
2012 VS76	2012.916667	2.4	ATE	14.30471967	11.33
2012 VU76	2012.916667	8.1	APO	24.8587537	5.38
2012 VB26	2012.916667	9.7	APO	27.25708142	12.9
2012 VE77	2012.916667	4.5	APO	18.8572931	15.03
2012 WR3	2012.916667	9.3	APO	27.25708142	10.15
2012 VN76	2012.916667	7.2	APO	9.451034563	6.75
2012 XH	2012.916667	9.6	APO	19.74600995	7.06
2012 XL16	2012.916667	8.4	ATE	27.25708142	5.62
2010 JK1	2012.916667	9.2	APO	45.23549545	5.49
2012 XC	2012.916667	5.8	APO	28.54166809	14.52
2012 XP2	2012.916667	2.4	APO	49.59973446	11.09
2012 WH1	2012.916667	7.6	ATE	56.94811474	8.08
2012 XK134	2013	7	APO	18.0085751	5.46
2012 XT111	2013	9.7	APO	28.54166809	14.82
2012 XJ134	2013	8.7	APO	171.9805571	19.46
2012 XB133	2013	8.8	APO	32.77021958	8.38
2012 XO134	2013	7	ATE	56.94811474	11.84
2012 XJ112	2013	2.4	APO	14.30471967	11.04
2012 XE54	2013	0.6	APO	28.54166809	13.27
2012 XL55	2013	4.2	APO	13.66090123	18.76
2009 BS5	2013	8.4	APO	11.36264273	5.69
2012 XN134	2013	4.6	APO	9.8964481	7.11
2012 XB112	2013	0.8	APO	3.593183125	4.43
2012 XP134	2013	1.2	APO	10.36285333	8.84
2012 XL134	2013	0.7	APO	9.451034563	10.04
2012 XH112	2013	1.7	APO	14.30471967	14.4
2012 XM16	2013	3.1	APO	22.67145283	13
2012 YR3	2013	6.1	APO	18.8572931	11.31
2012 YR1	2013	5.8	APO	16.4240157	8.5
2012 XM55	2013	3	APO	9.025667938	2.87
2012 YS1	2013	8.1	APO	34.31463245	17.41
2012 XP55	2013	9.2	APO	56.94811474	14.08
2013 AD32	2013	9.3	APO	32.77021958	14.45
2013 AC4	2013	2.6	APO	21.65106937	20.09
2013 AT27	2013	9.7	APO	22.67145283	6.68
2013 AD4	2013.083333	7.5	APO	54.38502737	11.11
2013 AH53	2013.083333	3.2	APO	24.8587537	11.71
2013 AC53	2013.083333	2.9	APO	19.74600995	6.55
2013 BV2	2013.083333	9.5	APO	28.54166809	11.66
2013 AG69	2013.083333	1.8	APO	11.89814758	17.31
2013 AF53	2013.083333	7.5	ATE	17.19805571	8.97
