name	date	distance	class	diameter	velocity
2011 DV	2040.333333	5.5	ATE	260.3031067	5.48
2011 LL2	2040.416667	7.5	AMO	327.7021958	12.91
2011 YG6	2040.5	9.9	APO	206.7661072	16.68
2010 DJ1	2040.666667	9.7	APO	14.30471967	20.26
41429 2000 GE2	2040.833333	5.1	APO	272.5708142	15.9
162120 1998 SH36	2040.833333	5	APO	272.5708142	17.81
2005 GC120	2040.916667	5.3	APO	412.5526218	17.53
153201 2000 WO107	2040.916667	8.2	ATE	473.6737868	25.29
6037 1988 EG	2041.166667	9.5	APO	624.4236613	15.02
2012 UE34	2041.333333	0.3	APO	75.07223601	6.13
2007 WJ3	2041.416667	3.9	APO	19.74600995	11.91
1994 XD	2041.5	6	APO	519.3729793	21.03
2010 MA	2041.5	9.2	ATE	24.8587537	10.46
2012 TG53	2041.75	8.5	APO	78.61028149	9.45
2008 QS11	2041.833333	3.6	APO	359.3183125	10.7
2012 HN1	2041.833333	5.6	APO	13.66090123	5.47
144898 2004 VD17	2041.916667	5.1	APO	596.3199671	17.84
2008 OT7	2042.166667	9.2	APO	13.0460594	8.82
2004 MD6	2042.5	3.8	ATE	272.5708142	21.57
2011 BO24	2042.5	7.6	APO	596.3199671	11.97
136618 1994 CN2	2042.666667	8.7	APO	1497.888034	7.18
2014 EC	2042.666667	5.5	APO	7.861028149	15.25
2001 TD	2042.833333	5.5	ATE	32.77021958	6.67
2010 YO	2043	6.7	ATE	41.25526218	15.23
2000 AB6	2043	9.4	APO	124.5889	9.41
2012 AP10	2043	1.4	ATE	18.0085751	3.84
2011 UD21	2043.166667	7.4	ATE	6.846669297	1.61
2009 CB3	2043.25	5.7	APO	452.3549545	25.66
2004 RQ252	2043.333333	1.4	APO	113.6264273	12.13
2010 GK65	2043.583333	7.2	ATE	43.19956278	13.21
2012 BB124	2043.666667	8.8	APO	197.4600995	10.03
2001 DF47	2043.666667	6.7	APO	312.9531674	14.17
2013 FW13	2043.75	7.9	APO	156.8481322	15.59
2000 UR16	2043.833333	4.9	ATE	56.94811474	14.33
2008 JL24	2044	7.3	APO	4.125526218	3.32
2012 OQ	2044.083333	6.9	APO	143.0471967	12.35
2004 FH	2044.25	4.6	ATE	24.8587537	6.64
2012 XM55	2044.25	6.1	APO	9.025667938	2.79
2007 FY20	2044.333333	8.9	APO	37.62524629	9.07
2005 TG50	2044.666667	6.6	ATE	37.62524629	3.86
2005 RK3	2044.75	6.5	APO	62.44236613	3.23
2011 TO	2044.75	1.2	ATE	18.8572931	8.56
2014 CS13	2044.75	6.9	APO	51.93729793	7.8
2000 YA	2045	8.1	APO	62.44236613	15.1
2003 YG136	2045.083333	6.4	ATE	29.88679546	11.23
2010 UY7	2045.083333	7.6	ATE	6.846669297	4.49
2010 JW34	2045.333333	3.2	ATE	8.231506992	1.73
2008 JL24	2045.416667	6.2	APO	4.125526218	3.26
2002 AZ1	2045.583333	7.6	APO	136.6090123	19.06
3362 Khufu	2045.666667	8.2	ATE	750.7223601	15.72
2340 Hathor	2045.833333	9.4	ATE	343.1463245	12.59
2007 TU24	2046.083333	5.6	APO	298.8679546	8.3
367943 Duende	2046.166667	5.8	ATE	54.38502737	6.23
1999 FA	2046.25	7.7	APO	248.587537	6.85
2012 DW60	2046.25	4.8	APO	17.19805571	5.74
267221 2001 AD2	2046.333333	4.4	APO	376.2524629	21.94
2009 BD	2046.333333	8.2	APO	8.231506992	1.41
2010 RL43	2046.416667	8.6	APO	47.36737868	12.62
2000 LF3	2046.5	2.7	APO	164.240157	15.26
2006 WQ29	2046.583333	8.4	APO	786.1028149	8.48
4769 Castalia	2046.666667	9.8	APO	1430.471967	14.73
1994 WR12	2046.916667	3.7	ATE	136.6090123	9.6
2006 YM	2047	9.8	ATE	45.23549545	6.98
2010 WZ8	2047.083333	4.1	APO	248.587537	7.21
2012 HG2	2047.166667	0.2	APO	13.66090123	4.5
2000 QV7	2047.166667	6.8	APO	180.085751	16.67
2003 EM1	2047.25	7.1	ATE	43.19956278	7.95
2011 GE3	2047.25	7.7	ATE	21.65106937	7.08
2011 DS	2047.666667	9.9	APO	14.30471967	5.81
162162 1999 DB7	2048.166667	2.5	APO	343.1463245	7
2013 CZ87	2048.166667	9	APO	21.65106937	6.44
2001 BF10	2048.416667	7.7	APO	103.6285333	9.84
2007 VK184	2048.5	5.1	APO	136.6090123	16.02
2007 TH3	2048.75	5.5	ATE	39.39846951	5.79
2008 TZ	2048.833333	7.1	ATE	28.54166809	10.91
2007 UD6	2048.833333	0.3	APO	7.507223601	6.61
2013 LG16	2048.916667	5.1	APO	473.6737868	9.57
2005 VL1	2049.166667	2	ATE	13.66090123	6.59
2010 XR69	2049.25	7.3	ATE	28.54166809	14.9
310442 2000 CH59	2049.25	9.5	ATE	376.2524629	12.75
2012 SR56	2049.333333	9.1	APO	47.36737868	10.1
2011 MD	2049.5	5.4	AMO	8.619445965	1.76
2002 PN	2049.666667	6.2	APO	37.62524629	5.07
2012 RT16	2049.75	9.2	ATE	14.30471967	9.68
2004 LV3	2050	4.5	APO	596.3199671	20.06
2012 BD14	2050.083333	6.3	APO	17.19805571	7.97
2011 DS	2050.166667	6.3	APO	14.30471967	7.03
2012 EO8	2050.25	6.9	APO	47.36737868	12.13
2002 VX91	2050.25	6.9	ATE	47.36737868	6.62
2009 VT	2050.416667	9.7	APO	124.5889	9.69
2004 MX2	2050.583333	6.4	APO	473.6737868	20.29
2012 PZ17	2050.666667	9.2	ATE	15.68481322	3.44
2006 GU2	2050.833333	4.8	APO	9.451034563	7.69
2013 VJ11	2050.916667	4.4	APO	9.025667938	8.78
342866 2008 YU32	2050.916667	6.9	APO	312.9531674	17.83
2003 YX1	2051	7.1	ATE	226.7145283	8.47
2011 AX22	2051.083333	6.2	ATE	39.39846951	9.88
2002 CC14	2051.166667	4.7	ATE	37.62524629	12.36
292220 2006 SU49	2051.166667	6.9	APO	431.9956278	4.7
2008 DL4	2051.166667	6.6	ATE	14.30471967	3.05
2012 DH54	2051.25	6.8	ATE	10.85123956	4.41
2005 FN	2051.25	3.7	ATE	14.30471967	10.64
4581 Asclepius	2051.25	4.8	APO	248.587537	11.05
2009 UK20	2051.416667	8.8	APO	18.8572931	5.28
68347 2001 KB67	2051.416667	8.6	ATE	359.3183125	14.17
162422 2000 EV70	2051.666667	4.8	APO	272.5708142	16.12
1998 SD9	2051.666667	5.2	ATE	49.59973446	10.26
2012 DM32	2051.75	9.3	APO	19.74600995	7.88
2005 RK3	2051.75	8.5	APO	62.44236613	3.56
2011 SE97	2051.833333	2.4	APO	39.39846951	14.83
1999 SF10	2051.833333	4.2	APO	47.36737868	4.51
2004 FU4	2051.833333	3.2	APO	750.7223601	13.64
154276 2002 SY50	2051.833333	9.8	APO	1036.285333	22.28
2011 LC19	2051.916667	9.7	APO	569.4811474	15.72
2010 WD1	2051.916667	1.9	ATE	17.19805571	7.3
2008 YC3	2052	8.9	APO	29.88679546	6.45
2010 NK1	2052	8.1	APO	113.6264273	9.61
2002 PN	2052.083333	3.4	APO	37.62524629	5.28
2000 QV7	2052.166667	9.9	APO	180.085751	15.87
221455 2006 BC10	2052.25	3	APO	452.3549545	18.48
231937 2001 FO32	2052.25	7.4	APO	989.64481	33.53
2006 GU2	2052.333333	8.6	APO	9.451034563	7.95
2013 GH66	2052.333333	6.2	APO	8.619445965	2.11
2013 WA44	2052.416667	9.4	AMO	62.44236613	1.4
2001 CQ36	2052.5	7.7	ATE	108.5123956	5.32
162120 1998 SH36	2052.5	9.4	APO	272.5708142	17.64
2012 RM15	2052.75	3.7	APO	43.19956278	9.04
2013 UB	2052.833333	6	ATE	16.4240157	8.34
306383 1993 VD	2052.833333	7.9	ATE	164.240157	16.53
363734 2004 XN50	2053	6.8	APO	624.4236613	27.19
2007 DB61	2053.166667	6.1	ATE	65.38518418	9.04
2004 DA53	2053.166667	8.3	ATE	8.619445965	8.75
310442 2000 CH59	2053.25	8.9	ATE	376.2524629	12.6
2009 WV25	2053.333333	2.5	APO	54.38502737	11.08
2012 GK	2053.583333	9	APO	113.6264273	8.33
2012 MY2	2053.666667	3.5	APO	18.0085751	3.96
360191 1988 TA	2053.75	2.2	APO	260.3031067	12.99
162000 1990 OS	2053.916667	7.9	APO	473.6737868	10.13
2002 XS90	2054	9.8	ATE	94.51034563	17.03
2012 AQ	2054.083333	6.2	APO	2.48587537	3.18
2008 EE5	2054.166667	9.5	ATE	393.9846951	22.5
2014 FO38	2054.25	8.1	ATE	20.67661072	9.33
2013 EV108	2054.333333	7.9	APO	248.587537	13.7
2007 JB21	2054.416667	2.3	ATE	28.54166809	7.4
2005 LU3	2054.5	4.7	APO	19.74600995	9.6
2013 LM31	2054.583333	3.2	APO	312.9531674	15.66
2003 RS1	2054.75	5.8	AMO	149.7888034	9.52
2007 TD	2054.75	2.1	ATE	45.23549545	11.75
33342 1998 WT24	2055	5.6	ATE	902.5667938	9.25
2010 UE51	2055	8.7	APO	7.507223601	1.34
2008 CD70	2055.166667	8.8	APO	12.45889	6.75
2008 FX6	2055.333333	5.5	ATE	34.31463245	6.5
2002 TB70	2055.333333	8.7	APO	164.240157	9.2
2013 NK4	2055.333333	5.6	APO	596.3199671	16.99
2011 AX22	2055.416667	1.2	ATE	39.39846951	10.48
2003 ME1	2055.5	4.8	APO	65.38518418	14.05
2006 WV1	2055.916667	4.8	ATE	22.67145283	7.23
2007 BD	2056.083333	3.1	ATE	28.54166809	7.49
2009 BH2	2056.083333	6.7	ATE	113.6264273	17.47
2013 AT72	2056.083333	8.6	ATE	49.59973446	13.26
2013 DB	2056.166667	10	APO	26.03031067	6.14
2009 DD45	2056.166667	6.4	APO	23.73992548	8.32
2004 FD	2056.25	7.8	APO	90.25667938	22.07
275677 2000 RS11	2056.25	7.8	APO	519.3729793	12.3
2011 KB	2056.416667	8.8	ATE	32.77021958	9.87
2010 KV39	2056.416667	8.4	ATE	14.97888034	9.87
2009 OF	2056.666667	9.8	APO	171.9805571	11.36
68216 2001 CV26	2056.833333	9.7	APO	1800.85751	12.33
2004 VZ	2056.916667	1.6	ATE	41.25526218	10.7
2012 OQ	2057.083333	8	APO	143.0471967	11.79
2011 OJ45	2057.166667	5.6	APO	21.65106937	5.41
2012 DK31	2057.166667	9.9	ATE	149.7888034	15.17
2010 TW54	2057.25	4.8	APO	10.36285333	7.52
2009 BL71	2057.333333	9.4	ATE	136.6090123	8.04
1999 MN	2057.5	6.2	ATE	180.085751	14.86
2010 VB1	2057.5	7.3	APO	71.6934288	7.65
2013 CT82	2057.583333	7.3	APO	823.1506992	15.58
2010 PW58	2057.666667	9.8	ATE	188.572931	8.39
2012 BD14	2057.666667	6.3	APO	17.19805571	7.53
363067 2000 CO101	2057.75	9.8	APO	519.3729793	8.27
2013 CW129	2057.75	9.6	APO	9.025667938	15.85
2010 FV9	2057.833333	1.5	APO	28.54166809	7.91
162120 1998 SH36	2057.833333	4.5	APO	272.5708142	17.61
2010 TB54	2057.833333	5	APO	14.97888034	8.08
2010 VB	2057.916667	6.7	ATE	26.03031067	9.31
2005 BU	2058.083333	7	ATE	15.68481322	10.32
2002 FW1	2058.25	8.8	ATE	54.38502737	9.52
2011 GP59	2058.333333	6.3	ATE	47.36737868	8.44
4953 1990 MU	2058.5	9	APO	5193.729793	23.12
2012 RT16	2058.75	6.1	ATE	14.30471967	9.93
2013 UX2	2058.833333	7.7	APO	4.959973446	3.36
2005 SE71	2058.833333	8.6	APO	786.1028149	14.27
2005 GL	2058.916667	4.1	APO	197.4600995	12.57
2010 RF12	2059.166667	9.2	APO	8.231506992	4.44
2011 CP4	2059.166667	8.9	ATE	197.4600995	30.38
2014 FA7	2059.25	6.5	APO	15.68481322	6.48
2006 FX	2059.25	5.8	APO	343.1463245	17.17
326290 Akhenaten	2059.416667	9.4	ATE	149.7888034	13.57
2012 WS3	2059.416667	2.2	APO	21.65106937	8.99
2013 JK14	2059.416667	5.3	ATE	35.93183125	13.73
2002 XQ40	2059.416667	7.3	APO	113.6264273	10.8
2008 ST	2059.75	4.3	ATE	13.0460594	3.02
2010 UJ7	2059.916667	4	ATE	28.54166809	9.1
2006 UK	2059.916667	5.3	APO	327.7021958	15.17
2009 WM1	2059.916667	1.8	APO	285.4166809	14.24
2004 YC	2060	1.2	ATE	26.03031067	9.42
2010 XC15	2060	5	ATE	180.085751	10.29
2006 YE	2060.083333	2.2	APO	11.89814758	6.22
4660 Nereus	2060.166667	3.1	APO	786.1028149	6.33
2006 HZ5	2060.333333	6.9	APO	43.19956278	5.12
2011 OB	2060.583333	7.2	ATE	473.6737868	19.57
2013 CT82	2060.583333	8.2	APO	823.1506992	15.64
2006 CK	2060.583333	7.4	APO	23.73992548	6.65
1999 SH10	2060.75	3.4	APO	113.6264273	6.34
101955 Bennu	2060.75	1.9	APO	226.7145283	6.19
2001 UP	2060.833333	5.5	ATE	24.8587537	8.62
2005 UE1	2060.833333	9.4	ATE	19.74600995	5.32
2013 YD	2061	4	APO	65.38518418	14.19
2010 AN61	2061.083333	9.6	APO	13.66090123	2.41
2007 DD	2061.166667	7.6	ATE	23.73992548	2.97
164202 2004 EW	2061.166667	9.2	ATE	237.3992548	8.35
2010 CK19	2061.166667	9.1	ATE	9.025667938	5.73
2002 FW1	2061.25	5.3	ATE	54.38502737	8.67
2011 GE3	2061.25	5.1	ATE	21.65106937	6.76
2014 FO38	2061.25	4.3	ATE	20.67661072	8.91
2012 LA11	2061.5	2.9	ATE	20.67661072	3.74
2000 WC1	2061.916667	2.3	ATE	118.9814758	11.45
2005 FG	2062.333333	9.7	APO	56.94811474	6.91
2012 XF55	2062.333333	8.2	APO	94.51034563	4.83
2000 GF2	2062.75	7.7	APO	272.5708142	11.18
2003 SW130	2062.75	4.2	ATE	5.193729793	8.52
2008 CE6	2063.083333	6.8	APO	71.6934288	6.29
2008 EK85	2063.25	8.7	APO	7.16934288	5.11
2006 EC	2063.25	8.8	APO	16.4240157	6.88
2012 EN5	2063.25	8.7	APO	11.89814758	9.28
2009 FD	2063.25	5	APO	130.460594	15.5
2003 DZ15	2063.583333	6.7	APO	118.9814758	14.7
2010 RX30	2063.75	7.6	ATE	13.0460594	9.33
2010 VK139	2063.916667	8.9	ATE	62.44236613	13.99
2009 WJ6	2063.916667	3.9	APO	11.36264273	17.82
2005 CK	2064.166667	8.9	APO	21.65106937	9.21
2008 PF1	2064.166667	9.3	APO	130.460594	13.51
2008 CM74	2064.166667	5.2	APO	8.231506992	4.5
1998 SD9	2064.833333	9.6	ATE	49.59973446	10.35
350751 2002 AW	2064.833333	5	APO	237.3992548	8.53
2010 XC15	2065	3.6	ATE	180.085751	9.72
2014 AE29	2065.083333	7.8	ATE	11.36264273	4.54
2001 CP36	2065.166667	6.8	ATE	62.44236613	8.79
2010 JA	2065.416667	9.1	APO	13.66090123	9.11
2005 WY55	2065.416667	0.9	APO	248.587537	18.6
2006 RJ1	2065.666667	9.4	ATE	124.5889	9.32
7822 1991 CS	2065.666667	9.7	APO	1136.264273	19.36
2013 UG1	2065.833333	2.8	ATE	118.9814758	14.36
2010 FN	2065.833333	8.4	ATE	16.4240157	6.19
2010 VO1	2065.916667	8.7	APO	20.67661072	6.84
2010 VB	2065.916667	6.8	ATE	26.03031067	10.04
2003 YN107	2066	3.7	ATE	17.19805571	2.48
2008 CE22	2066.166667	2.5	APO	18.0085751	8.72
2013 BV15	2066.166667	3.4	APO	47.36737868	8.21
2011 UC292	2066.166667	6.6	APO	103.6285333	7.9
2010 HF	2066.333333	2.9	APO	19.74600995	5.29
2013 CE129	2066.333333	9.1	APO	136.6090123	8.14
2004 RQ252	2066.333333	2.4	APO	113.6264273	12.15
2012 VS76	2066.583333	7.8	ATE	14.30471967	12
2013 QM48	2066.666667	6.3	APO	11.36264273	7.11
2011 SR5	2066.75	1.2	APO	248.587537	26.36
2009 WN8	2066.916667	5.4	ATE	31.29531674	11.77
2003 YN107	2067	6.5	ATE	17.19805571	2.46
2006 UQ17	2067	9.2	APO	143.0471967	4.86
2011 YX15	2067	9.6	APO	27.25708142	7.66
2009 DD45	2067.25	3.1	APO	23.73992548	8.17
2008 RG1	2067.25	4.7	APO	248.587537	14.93
2014 FN38	2067.25	5	ATE	16.4240157	7.69
387668 2002 SZ	2067.75	3.8	APO	285.4166809	17.82
2012 FM35	2067.75	3.8	APO	11.89814758	3.28
1999 SF10	2067.833333	3.5	APO	47.36737868	5.09
2008 TA4	2067.833333	5.2	APO	32.77021958	8.59
2013 NJ	2067.916667	2.8	APO	143.0471967	6.82
2013 UE3	2068	9.3	APO	94.51034563	6.69
2011 YW15	2068	5.1	APO	39.39846951	5.12
2010 BB	2068	6.1	ATE	285.4166809	8.46
2010 VB1	2068.083333	1.3	APO	71.6934288	7.79
2012 BV13	2068.083333	5.8	ATE	124.5889	6.85
2005 EU2	2068.25	2.4	APO	82.31506992	6.92
2004 HZ	2068.333333	7.5	APO	103.6285333	13.22
141432 2002 CQ11	2068.416667	9.7	ATE	343.1463245	13.72
2004 JP1	2068.416667	3.1	APO	94.51034563	12.61
2009 KK	2068.416667	8.4	APO	272.5708142	15.04
2003 YH111	2068.5	7.7	APO	43.19956278	13.56
2011 DU	2068.833333	7.1	APO	206.7661072	9.65
2005 WA	2068.916667	4.4	APO	56.94811474	7.79
2008 CT1	2069.166667	3.8	ATE	9.8964481	14.07
2010 FR	2069.25	8.2	APO	164.240157	13.18
234145 2000 EW70	2069.25	5.1	ATE	188.572931	10.07
2008 KT	2069.416667	9	APO	7.861028149	3.65
2003 LH	2069.416667	4	ATE	31.29531674	6.83
162120 1998 SH36	2069.5	9.8	APO	272.5708142	17.74
2007 TH1	2069.833333	9.4	APO	136.6090123	16.28
2340 Hathor	2069.833333	2.6	ATE	343.1463245	13.2
4179 Toutatis	2069.916667	7.7	APO	2988.679546	8.41
2004 XG	2069.916667	9.7	ATE	49.59973446	8.59
2010 XW58	2070	5.4	APO	35.93183125	5.96
2013 FW13	2070.25	9.8	APO	156.8481322	16.14
2008 KT	2070.416667	6.8	APO	7.861028149	2.57
163348 2002 NN4	2070.5	4	ATE	343.1463245	12.32
2012 VC26	2070.583333	9.1	ATE	6.244236613	5.27
8566 1996 EN	2070.75	9.8	APO	1885.72931	23.26
2010 HW20	2070.833333	8.8	APO	20.67661072	4.6
163899 2003 SD220	2071	7.1	ATE	1430.471967	6.04
2001 CQ36	2071.166667	8.3	ATE	108.5123956	5.25
4660 Nereus	2071.166667	5.8	APO	786.1028149	5.68
2013 QU1	2071.166667	6.5	APO	197.4600995	19.92
2003 FY6	2071.25	5.4	ATE	113.6264273	15.05
66391 1999 KW4	2071.416667	6.8	ATE	1719.805571	20.74
2013 PR43	2071.666667	1.7	APO	71.6934288	6.64
152754 1999 GS6	2071.75	8.9	APO	495.9973446	14.54
154276 2002 SY50	2071.833333	3.4	APO	1036.285333	21.41
2013 RV9	2072.083333	9.4	APO	65.38518418	4.47
2012 FS35	2072.25	3	APO	3.129531674	3.62
2013 FB8	2072.25	8.9	APO	35.93183125	8.35
2010 TW54	2072.333333	9.2	APO	10.36285333	7.13
2007 SQ6	2072.333333	4.8	APO	143.0471967	6.03
2011 GK44	2072.333333	9.4	ATE	26.03031067	8.45
2007 TQ24	2072.75	6	ATE	130.460594	15.55
301844 1990 UA	2072.833333	7.5	APO	412.5526218	14.48
2011 SM68	2072.833333	1.8	APO	412.5526218	22.93
2013 YA14	2073	4.2	APO	62.44236613	10.58
162422 2000 EV70	2073.25	9.2	APO	272.5708142	15.85
2001 FO127	2073.25	8.1	ATE	10.85123956	4.89
2005 GR33	2073.333333	4.9	ATE	136.6090123	15.61
2010 HW20	2073.333333	9.4	APO	20.67661072	4.35
2010 HQ80	2073.333333	3.2	APO	393.9846951	19.94
164121 2003 YT1	2073.333333	4.4	APO	1974.600995	23.83
1999 FN19	2073.333333	8	APO	108.5123956	5.79
2006 JY26	2073.416667	6.1	APO	7.16934288	3.5
2013 RO5	2073.75	9.8	ATE	37.62524629	7.77
2012 GV17	2073.833333	5.2	APO	206.7661072	12.46
2008 UC202	2073.916667	5.1	APO	7.507223601	4.23
2011 AH5	2074.083333	6.8	APO	21.65106937	10.01
2014 EL	2074.25	4.5	ATE	13.66090123	12.54
2008 EY84	2074.25	9.5	APO	14.97888034	4.79
2006 JY26	2074.416667	4.3	APO	7.16934288	3.38
136617 1994 CC	2074.5	6.6	APO	989.64481	8.32
2002 TZ66	2074.833333	4	ATE	22.67145283	5.36
162120 1998 SH36	2074.833333	5.3	APO	272.5708142	17.42
2008 EE85	2075.333333	8.3	APO	98.964481	11.73
143404 2003 BD44	2075.333333	7.6	APO	1568.481322	15.75
2009 RY3	2075.75	5.5	APO	41.25526218	19.92
2005 TQ45	2075.833333	7.3	ATE	26.03031067	13.02
308635 2005 YU55	2075.916667	0.6	APO	143.0471967	13.76
2010 MU112	2076	7.8	APO	248.587537	29.44
2006 XR4	2076	5	APO	19.74600995	9.54
163243 2002 FB3	2076.333333	8.1	ATE	1800.85751	18.09
2010 JR34	2076.416667	7.1	ATE	9.8964481	4.89
2012 MY2	2076.583333	1.7	APO	18.0085751	3.74
175729 1998 BB10	2076.583333	9.3	APO	298.8679546	13.37
385343 2002 LV	2076.666667	4.2	APO	1642.40157	20.01
297418 2000 SP43	2076.75	8	ATE	684.6669297	13.72
2004 XG29	2076.833333	6.5	APO	29.88679546	5.7
2005 UW5	2076.833333	1.4	APO	10.85123956	9.72
2005 VS	2076.916667	6.8	APO	124.5889	7.47
162173 1999 JU3	2077	4.1	APO	495.9973446	4.47
2003 XV	2077	6.2	APO	15.68481322	11.46
2010 AF	2077.083333	9.7	ATE	34.31463245	14.73
2012 BX34	2077.083333	2.5	ATE	10.36285333	9.24
2014 CF13	2077.166667	9.3	APO	34.31463245	15.22
2007 HA	2077.333333	7.3	ATE	298.8679546	20.92
2014 AD16	2077.333333	5	APO	11.36264273	8.05
2013 HO11	2077.416667	3.5	APO	86.19445965	6.82
2001 QE71	2077.666667	3.1	APO	45.23549545	5.33
2005 TG50	2077.666667	4.8	ATE	37.62524629	3.7
2006 BZ147	2077.666667	6.2	APO	28.54166809	3.83
2011 WL2	2077.833333	2.6	APO	237.3992548	11.47
2011 JY1	2077.916667	5.7	APO	41.25526218	11.42
2014 AE29	2078.083333	10	ATE	11.36264273	4.41
2013 DU	2078.166667	8.6	APO	56.94811474	6.13
163243 2002 FB3	2078.333333	7.4	ATE	1800.85751	18.15
277475 2005 WK4	2078.666667	5	APO	327.7021958	9.19
1989 VB	2078.833333	6.8	APO	393.9846951	6.52
2000 UK11	2078.833333	4.7	ATE	29.88679546	5.97
2001 AV43	2079	3.1	APO	41.25526218	3.58
2012 BX34	2079.083333	9.1	ATE	10.36285333	8.85
2011 GP59	2079.333333	9.5	ATE	47.36737868	8.63
52768 1998 OR2	2079.333333	4.6	AMO	2373.992548	8.17
2003 YH111	2080	6.1	APO	43.19956278	13.48
2007 TL23	2080.083333	8	APO	180.085751	25.31
136849 1998 CS1	2080.083333	9.4	APO	1036.285333	17.57
2008 DG5	2080.5	9.2	APO	393.9846951	6.93
2011 CU46	2080.666667	2.8	APO	27.25708142	15.91
163132 2002 CU11	2080.666667	1.7	APO	750.7223601	26.36
101955 Bennu	2080.75	6	APO	226.7145283	6.39
2011 SR5	2080.75	5.5	APO	248.587537	26.64
2004 SC56	2080.833333	5.3	ATE	98.964481	9.74
2007 VF189	2080.916667	0.3	APO	7.507223601	11.81
2005 YQ96	2081.083333	7.9	ATE	285.4166809	12.38
2011 YD29	2081.083333	8.5	ATE	18.8572931	6.51
2014 AW32	2081.083333	4.6	APO	10.85123956	11.99
2009 CV	2081.166667	8	APO	47.36737868	3.39
2006 GB	2081.25	3.9	ATE	298.8679546	7.1
2001 FR85	2081.25	10	ATE	37.62524629	2.82
2011 LL2	2081.416667	9.9	AMO	327.7021958	12.91
2003 SR84	2081.75	3.7	APO	21.65106937	10.48
162361 2000 AF6	2082	9	ATE	327.7021958	12.47
2012 XP134	2082	3.4	APO	10.36285333	8.97
2006 XP4	2082.166667	9.1	ATE	56.94811474	5.15
2013 PS13	2082.166667	1.7	APO	12.45889	17.42
2009 JA	2082.416667	9.5	APO	27.25708142	7.85
2002 UK11	2082.5	5.3	APO	156.8481322	17.89
2002 LR24	2082.5	8.8	APO	47.36737868	11.34
2007 UY1	2082.833333	5	ATE	90.25667938	5.79
2011 YV62	2082.916667	9.1	APO	216.5106937	17.85
2010 MU112	2083	2.7	APO	248.587537	29.25
2007 XH16	2083	6.9	APO	393.9846951	15.85
2011 YD29	2083.083333	7	ATE	18.8572931	6.52
2012 BF86	2083.083333	8.5	ATE	103.6285333	10.92
2000 YF29	2083.083333	9.9	APO	298.8679546	7.18
2004 FG29	2083.333333	4.9	ATE	21.65106937	15.02
2011 JM5	2083.333333	5	ATE	18.8572931	7.28
2006 JF42	2083.416667	3.6	ATE	519.3729793	12.45
2010 JK1	2083.416667	9.1	APO	45.23549545	4.09
2005 ED318	2083.5	3.4	AMO	237.3992548	6.38
2007 UW1	2083.833333	6.2	ATE	98.964481	4.61
1995 CR	2084.166667	8.3	ATE	156.8481322	30.34
2005 GR33	2084.333333	6.4	ATE	136.6090123	15.79
2010 HX107	2084.416667	5.7	ATE	71.6934288	5.99
2011 YD29	2085.083333	6.4	ATE	18.8572931	6.56
1994 UG	2085.25	9.2	APO	216.5106937	8.56
2001 BF10	2085.333333	3.7	APO	103.6285333	9.01
371660 2007 CN26	2085.75	9.8	APO	206.7661072	8.11
2009 XO	2086.083333	6.8	APO	260.3031067	12.59
1999 SO5	2086.333333	6.5	APO	226.7145283	7.08
41429 2000 GE2	2086.333333	9.6	APO	272.5708142	15.84
2013 YD48	2086.416667	2.5	APO	103.6285333	15.09
2011 MD	2086.5	1.6	AMO	8.619445965	1.84
2340 Hathor	2086.833333	2.3	ATE	343.1463245	13.23
171576 1999 VP11	2086.833333	3	APO	684.6669297	20.62
69230 Hermes	2086.833333	9.5	APO	1085.123956	18.96
2011 UB	2086.916667	8.7	APO	10.85123956	6.43
2011 YD29	2087.083333	6.4	ATE	18.8572931	6.56
2014 AD16	2087.083333	8.3	APO	11.36264273	9
2012 UK171	2087.083333	8	ATE	43.19956278	5.23
276033 2002 AJ129	2087.166667	9.8	APO	624.4236613	34.16
367943 Duende	2087.166667	4.5	ATE	54.38502737	6.22
2008 CS1	2087.666667	5.3	APO	327.7021958	18.66
2012 PZ17	2087.666667	8.7	ATE	15.68481322	3.44
2005 UE1	2087.833333	5.6	ATE	19.74600995	4.55
2011 WL2	2087.833333	1	APO	237.3992548	11.61
65679 1989 UQ	2088	9.3	ATE	452.3549545	7.03
2010 XQ69	2088.166667	6.4	ATE	90.25667938	13.06
41429 2000 GE2	2088.333333	9.2	APO	272.5708142	16.25
2012 HZ33	2088.416667	4.8	APO	285.4166809	13.84
2005 ED318	2088.5	9.2	AMO	237.3992548	6.88
152637 1997 NC1	2088.5	9.5	ATE	861.9445965	8.75
1999 MN	2088.583333	9.3	ATE	180.085751	14.81
101869 1999 MM	2088.583333	9.5	APO	473.6737868	17.46
2013 RZ5	2088.75	4	APO	7.16934288	16.84
2012 TU231	2088.833333	7.5	APO	19.74600995	10.4
2004 FU4	2088.833333	5.6	APO	750.7223601	13.86
1998 XX2	2088.916667	8.9	ATE	359.3183125	7.61
2012 TV78	2089	9.9	APO	452.3549545	14.03
2012 PK24	2089.166667	4.4	APO	62.44236613	11.33
216985 2000 QK130	2089.25	3.5	APO	226.7145283	7.62
66391 1999 KW4	2089.416667	9.3	ATE	1719.805571	21.3
2004 LO2	2089.5	6.6	ATE	34.31463245	15.85
2011 UL21	2089.5	6.9	APO	2373.992548	24.96
2013 BS45	2089.75	9.1	ATE	22.67145283	3.45
